State,County,Race,Race-County Life Expectancy,County Life Expectancy,Race-State Life Expectancy
Georgia,Glascock,White,,74.227802239,77.983286679
Georgia,Glynn,White,77.657195966,77.437436268,77.983286679
Georgia,Gordon,White,74.743178506,75.718635888,77.983286679
Georgia,Grady,White,77.137646751,76.32448775,77.983286679
Georgia,Greene,White,79.868348059,78.34861511,77.983286679
Georgia,Gwinnett,White,79.960438514,81.221645461,77.983286679
Georgia,Habersham,White,77.12659402,77.639270142,77.983286679
Georgia,Hall,White,78.393644742,79.469913098,77.983286679
Georgia,Hancock,White,79.798238022,75.681611131,77.983286679
Georgia,Haralson,White,,74.381829679,77.983286679
Georgia,Harris,White,79.953479862,79.361516044,77.983286679
Georgia,Hart,White,78.006866905,78.359466719,77.983286679
Georgia,Heard,White,,75.793059804,77.983286679
Georgia,Henry,White,77.146291798,77.564353779,77.983286679
Georgia,Houston,White,77.394479582,77.334149502,77.983286679
Georgia,Irwin,White,74.938366149,73.43718528,77.983286679
Georgia,Jackson,White,76.932814394,77.314428608,77.983286679
Georgia,Jasper,White,76.186840209,76.421863242,77.983286679
Georgia,Jeff Davis,White,72.814491619,74.060988604,77.983286679
Georgia,Jefferson,White,73.981586751,72.804868911,77.983286679
Georgia,Jenkins,White,74.410620571,74.684862898,77.983286679
Georgia,Johnson,White,74.164857478,75.413986242,77.983286679
Georgia,Jones,White,77.796089179,78.33093768,77.983286679
Georgia,Lamar,White,74.752382028,74.710125004,77.983286679
Georgia,Lanier,White,74.703263653,75.758657741,77.983286679
Georgia,Laurens,White,75.577815727,74.111769032,77.983286679
Georgia,Lee,White,75.489786312,75.970301437,77.983286679
Georgia,Liberty,White,73.77137815,76.083875208,77.983286679
Georgia,Lincoln,White,78.792601345,78.140732436,77.983286679
Georgia,Long,White,79.797667539,82.125858911,77.983286679
Georgia,Lowndes,White,76.997096126,76.154317589,77.983286679
Georgia,Lumpkin,White,,77.595977549,77.983286679
Georgia,McDuffie,White,74.100952524,73.347399744,77.983286679
Georgia,McIntosh,White,80.560674358,81.442449996,77.983286679
Georgia,Macon,White,73.139129083,73.192431285,77.983286679
Georgia,Madison,White,75.767704705,76.419005,77.983286679
Georgia,Marion,White,77.687855071,76.563526112,77.983286679
Georgia,Meriwether,White,74.50669169,74.075406232,77.983286679
Georgia,Miller,White,,71.28716421,77.983286679
Georgia,Mitchell,White,74.838194972,73.211792846,77.983286679
Georgia,Monroe,White,78.49455236,77.755760379,77.983286679
Georgia,Montgomery,White,74.820124935,75.791389399,77.983286679
Georgia,Morgan,White,78.612136626,78.083585829,77.983286679
Georgia,Murray,White,75.201283589,76.043266793,77.983286679
Georgia,Muscogee,White,75.242133119,74.277825204,77.983286679
Georgia,Newton,White,75.548671837,76.3217472,77.983286679
Georgia,Oconee,White,81.219545135,81.367169096,77.983286679
Georgia,Oglethorpe,White,78.577589167,79.060662637,77.983286679
Georgia,Paulding,White,78.083554968,78.859805514,77.983286679
Georgia,Peach,White,75.075491247,74.552979952,77.983286679
Georgia,Pickens,White,,77.518649332,77.983286679
Georgia,Pierce,White,75.225507985,75.237715132,77.983286679
Georgia,Pike,White,76.254125393,76.036872854,77.983286679
Georgia,Polk,White,73.650472386,73.759376741,77.983286679
Georgia,Pulaski,White,80.561546915,78.985165296,77.983286679
Georgia,Putnam,White,79.691971591,79.258942022,77.983286679
Georgia,Quitman,White,,70.930587021,77.983286679
Georgia,Rabun,White,,78.728468161,77.983286679
Georgia,Randolph,White,81.791540254,75.747509533,77.983286679
Georgia,Richmond,White,73.11251197,74.103561692,77.983286679
Georgia,Rockdale,White,76.202290856,77.316196099,77.983286679
Georgia,Schley,White,,81.084820513,77.983286679
Georgia,Screven,White,74.398557736,75.073531192,77.983286679
Georgia,Seminole,White,74.713635976,74.304827153,77.983286679
Georgia,Spalding,White,74.602658015,74.652252957,77.983286679
Georgia,Stephens,White,73.031918387,73.020052375,77.983286679
Georgia,Stewart,White,,74.123963896,77.983286679
Georgia,Sumter,White,75.985907211,73.359142581,77.983286679
Georgia,Talbot,White,73.374531645,75.692458286,77.983286679
Georgia,Taliaferro,White,,,77.983286679
Georgia,Tattnall,White,75.475456701,75.891607098,77.983286679
Georgia,Taylor,White,75.200889392,75.106961594,77.983286679
Georgia,Telfair,White,78.582783671,79.40731571,77.983286679
Georgia,Terrell,White,76.4139931,74.214835749,77.983286679
Georgia,Thomas,White,76.3258677,75.267978393,77.983286679
Georgia,Tift,White,75.714006249,74.967784288,77.983286679
Georgia,Toombs,White,74.26998757,74.544067686,77.983286679
Georgia,Towns,White,,77.986097469,77.983286679
Georgia,Treutlen,White,75.706213142,75.677810906,77.983286679
Georgia,Troup,White,76.004512799,75.731863485,77.983286679
Georgia,Turner,White,74.170771546,72.825085612,77.983286679
Georgia,Twiggs,White,69.718022137,72.354503183,77.983286679
Georgia,Union,White,,79.694325856,77.983286679
Georgia,Upson,White,71.963981493,72.750472614,77.983286679
Georgia,Walker,White,75.431117125,75.448400928,77.983286679
Georgia,Walton,White,77.394231454,76.852982502,77.983286679
Georgia,Ware,White,73.828297693,73.704495416,77.983286679
Georgia,Warren,White,76.017623996,75.733672579,77.983286679
Georgia,Washington,White,76.988012426,76.542300225,77.983286679
Georgia,Wayne,White,73.975912276,73.575480621,77.983286679
Georgia,Webster,White,,80.262534661,77.983286679
Georgia,Wheeler,White,77.746844831,79.290860613,77.983286679
Georgia,White,White,,79.410090434,77.983286679
Georgia,Whitfield,White,76.273533603,78.119147358,77.983286679
Georgia,Wilcox,White,77.130959029,77.247019206,77.983286679
Georgia,Wilkes,White,75.40996819,75.507877581,77.983286679
Georgia,Wilkinson,White,73.774852832,75.010616534,77.983286679
Georgia,Worth,White,75.250883291,74.627370344,77.983286679
